chrom	start	end	cpg_label
chr1	159945614	159946613	promoter_IGSF9_HGNC:18132
chr1	159954238	159955237	promoter_SLAMF9_HGNC:18430
chr1	160031991	160032990	promoter_PIGM_HGNC:18858
chr1	160070161	160071160	promoter_KCNJ10_HGNC:6256
chr1	160080538	160081537	promoter_KCNJ9_HGNC:6270
chr1	160098620	160099619	promoter_IGSF8_HGNC:17813
chr1	160114759	160115758	promoter_ATP1A2_HGNC:800
chr1	160150603	160151602	promoter_ATP1A4_HGNC:14073
chr1	160189575	160190574	promoter_CASQ1_HGNC:1512
chr1	160204384	160205383	promoter_PEA15_HGNC:8822
chr1	160262550	160263549	promoter_DCAF8_HGNC:24891
chr1	160285134	160286133	promoter_PEX19_HGNC:9713
chr1	160342383	160343382	promoter_NCSTN_HGNC:17091
chr1	160343251	160344250	promoter_COPA_HGNC:2230
chr1	160366071	160367070	promoter_NHLH1_HGNC:7817
chr1	160399564	160400563	promoter_VANGL2_HGNC:15511
chr1	160523256	160524255	promoter_SLAMF6_HGNC:21392
chr1	160579497	160580496	promoter_CD84_HGNC:1704
chr1	160647045	160648044	promoter_SLAMF1_HGNC:10903
chr1	160711823	160712822	promoter_CD48_HGNC:1683
chr1	160738247	160739246	promoter_SLAMF7_HGNC:21394
chr1	160795174	160796173	promoter_LY9_HGNC:6730
chr1	160862888	160863887	promoter_CD244_HGNC:18171
chr1	160885181	160886180	promoter_ITLN1_HGNC:18259
chr1	160954810	160955809	promoter_ITLN2_HGNC:20599
chr1	161021153	161022152	promoter_F11R_HGNC:14685
chr1	161038965	161039964	promoter_TSTD1_HGNC:35410
chr1	161045978	161046977	promoter_USF1_HGNC:12593
chr1	161069892	161070891	promoter_ARHGAP30_HGNC:27414
chr1	161089559	161090558	promoter_NECTIN4_HGNC:19688
chr1	161097361	161098360	promoter_KLHDC9_HGNC:28489
chr1	161118038	161119037	promoter_PFDN2_HGNC:8867
chr1	161117105	161118104	promoter_NIT1_HGNC:7828
chr1	161132668	161133667	promoter_DEDD_HGNC:2755
chr1	161152978	161153977	promoter_UFC1_HGNC:26941
chr1	161158500	161159499	promoter_USP21_HGNC:12620
chr1	161165426	161166425	promoter_PPOX_HGNC:9280
chr1	161177508	161178507	promoter_B4GALT3_HGNC:926
chr1	161201367	161202366	promoter_NDUFS2_HGNC:7708
chr1	161199055	161200054	promoter_ADAMTS4_HGNC:220
chr1	161214295	161215294	promoter_FCER1G_HGNC:3611
chr1	161223629	161224628	promoter_APOA2_HGNC:601
chr1	161225060	161226059	promoter_TOMM40L_HGNC:25756
chr1	161238204	161239203	promoter_NR1I3_HGNC:7969
chr1	161257745	161258744	promoter_PCP4L1_HGNC:20448
chr1	161309969	161310968	promoter_MPZ_HGNC:7225
chr1	161313381	161314380	promoter_SDHC_HGNC:10682
chr1	161367877	161368876	promoter_CFAP126_HGNC:32325
chr1	161504457	161505456	promoter_FCGR2A_HGNC:3616
chr1	161523540	161524539	promoter_HSPA6_HGNC:5239
chr1	161549819	161550818	promoter_FCGR3A_HGNC:3619
chr1	161580340	161581339	promoter_FCGR2C_HGNC:15626
chr1	161631177	161632176	promoter_FCGR3B_HGNC:3620
chr1	161662143	161663142	promoter_FCGR2B_HGNC:3618
chr1	161706229	161707228	promoter_FCRLA_HGNC:18504
chr1	161720544	161721543	promoter_FCRLB_HGNC:26431
chr1	161748786	161749785	promoter_DUSP12_HGNC:3067
chr1	161765320	161766319	promoter_ATF6_HGNC:791
chr1	162023870	162024869	promoter_OLFML2B_HGNC:24558
chr1	162068691	162069690	promoter_NOS1AP_HGNC:16859
chr1	162376855	162377854	promoter_SPATA46_HGNC:27648
chr1	162380728	162381727	promoter_C1orf226_HGNC:34351
chr1	162412137	162413136	promoter_SH2D1B_HGNC:30416
chr1	162496818	162497817	promoter_UHMK1_HGNC:19683
chr1	162560722	162561721	promoter_UAP1_HGNC:12457
chr1	162631464	162632463	promoter_DDR2_HGNC:2731
chr1	162789702	162790701	promoter_HSD17B7_HGNC:5215
chr1	162861176	162862175	promoter_CCDC190_HGNC:28736
chr1	163068361	163069360	promoter_RGS4_HGNC:10000
chr1	163320954	163321953	promoter_NUF2_HGNC:14621
chr1	163202917	163203916	promoter_RGS5_HGNC:10001
chr1	164558184	164559183	promoter_PBX1_HGNC:8632
chr1	165356716	165357715	promoter_LMX1A_HGNC:6653
chr1	165445127	165446126	promoter_RXRG_HGNC:10479
chr1	165543000	165543999	promoter_LRRC52_HGNC:32156
chr1	165630234	165631233	promoter_MGST3_HGNC:7064
chr1	165698563	165699562	promoter_ALDH9A1_HGNC:412
chr1	165826614	165827613	promoter_UCK2_HGNC:12562
chr1	165768869	165769868	promoter_TMCO1_HGNC:18188
chr1	166167002	166168001	promoter_FAM78B_HGNC:13495
chr1	166838475	166839474	promoter_POGK_HGNC:18800
chr1	166876265	166877264	promoter_TADA1_HGNC:30631
chr1	166975541	166976540	promoter_ILDR2_HGNC:18131
chr1	166988280	166989279	promoter_MAEL_HGNC:25929
chr1	167093075	167094074	promoter_STYXL2_HGNC:25034
chr1	167090378	167091377	promoter_GPA33_HGNC:4445
chr1	167219886	167220885	promoter_POU2F1_HGNC:9212
chr1	167518530	167519529	promoter_CD247_HGNC:1677
chr1	167553763	167554762	promoter_CREG1_HGNC:2351
chr1	167629232	167630231	promoter_RCSD1_HGNC:28310
chr1	167720982	167721981	promoter_MPZL1_HGNC:7226
chr1	167914135	167915134	promoter_ADCY10_HGNC:21285
chr1	167935683	167936682	promoter_DCAF6_HGNC:30002
chr1	167937073	167938072	promoter_MPC2_HGNC:24515
chr1	168136931	168137930	promoter_GPR161_HGNC:23694
chr1	168177962	168178961	promoter_TIPRL_HGNC:30231
chr1	168225004	168226003	promoter_SFT2D2_HGNC:25140
chr1	168279877	168280876	promoter_TBX19_HGNC:11596
chr1	168543998	168544997	promoter_XCL2_HGNC:10646
chr1	168575605	168576604	promoter_XCL1_HGNC:10645
chr1	168729207	168730206	promoter_DPT_HGNC:3011
chr1	169105690	169106689	promoter_ATP1B1_HGNC:804
chr1	169367798	169368797	promoter_NME7_HGNC:20461
chr1	169367195	169368194	promoter_BLZF1_HGNC:1065
chr1	169427475	169428474	promoter_CCDC181_HGNC:28051
chr1	169485945	169486944	promoter_SLC19A2_HGNC:10938
chr1	169586482	169587481	promoter_F5_HGNC:3542
chr1	169630125	169631124	promoter_SELP_HGNC:10721
chr1	169794040	169795039	promoter_FIRRM_HGNC:25565
chr1	169711621	169712620	promoter_SELL_HGNC:10720
chr1	169734080	169735079	promoter_SELE_HGNC:10718
chr1	169794908	169795907	promoter_METTL18_HGNC:28793
chr1	169893897	169894896	promoter_SCYL3_HGNC:19285
chr1	170074696	170075695	promoter_KIFAP3_HGNC:17060
chr1	170144959	170145958	promoter_NTMT2_HGNC:31932
chr1	170531166	170532165	promoter_GORAB_HGNC:25676
chr1	170663131	170664130	promoter_PRRX1_HGNC:9142
chr1	170934534	170935533	promoter_MROH9_HGNC:26287
chr1	171089905	171090904	promoter_FMO3_HGNC:3771
chr1	171184300	171185299	promoter_FMO2_HGNC:3770
chr1	171247494	171248493	promoter_FMO1_HGNC:3769
chr1	171313183	171314182	promoter_FMO4_HGNC:3772
chr1	171484530	171485529	promoter_PRRC2C_HGNC:24903
chr1	171621243	171622242	promoter_MYOCOS_HGNC:53429
chr1	171652689	171653688	promoter_MYOC_HGNC:7610
chr1	171742066	171743065	promoter_VAMP4_HGNC:12645
chr1	171780660	171781659	promoter_METTL13_HGNC:24248
chr1	171840498	171841497	promoter_DNM3_HGNC:29125
chr1	172419685	172420684	promoter_C1orf105_HGNC:29591
chr1	172444070	172445069	promoter_PIGC_HGNC:8960
chr1	172532150	172533149	promoter_SUCO_HGNC:1240
chr1	172658103	172659102	promoter_FASLG_HGNC:11936
chr1	173050942	173051941	promoter_TNFSF18_HGNC:11932
chr1	173476335	173477334	promoter_PRDX6_HGNC:16753
chr1	173207332	173208331	promoter_TNFSF4_HGNC:11934
chr1	173603073	173604072	promoter_SLC9C2_HGNC:28664
chr1	173634338	173635337	promoter_TEX50_HGNC:52382
chr1	173669852	173670851	promoter_ANKRD45_HGNC:24786
chr1	173713981	173714980	promoter_KLHL20_HGNC:25056
chr1	173823673	173824672	promoter_DARS2_HGNC:25538
chr1	173824884	173825883	promoter_CENPL_HGNC:17879
chr1	173867380	173868379	promoter_ZBTB37_HGNC:28365
chr1	173917328	173918327	promoter_SERPINC1_HGNC:775
chr1	174022299	174023298	promoter_ENSG00000293562_HGNC:NA
chr1	174022358	174023357	promoter_RC3H1_HGNC:29434
chr1	174158520	174159519	promoter_RABGAP1L_HGNC:24663
chr1	174446964	174447963	promoter_GPR52_HGNC:4508
chr1	174998947	174999946	promoter_CACYBP_HGNC:30423
chr1	175023426	175024425	promoter_MRPS14_HGNC:14049
chr1	175066833	175067832	promoter_TNN_HGNC:22942
chr1	175192777	175193776	promoter_KIAA0040_HGNC:28950
chr1	175743596	175744595	promoter_TNR_HGNC:11953
chr1	176207287	176208286	promoter_COP1_HGNC:17440
chr1	176462175	176463174	promoter_PAPPA2_HGNC:14615
chr1	177164713	177165712	promoter_ASTN1_HGNC:773
chr1	177169958	177170957	promoter_BRINP2_HGNC:13746
chr1	177970059	177971058	promoter_SEC16B_HGNC:30301
chr1	178093104	178094103	promoter_RASAL2_HGNC:9874
chr1	178496965	178497964	promoter_CLEC20A_HGNC:34521
chr1	178512109	178513108	promoter_TEX35_HGNC:25366
chr1	178724244	178725243	promoter_RALGPS2_HGNC:30279
chr1	178871078	178872077	promoter_ANGPTL1_HGNC:489
chr1	179024894	179025893	promoter_FAM20B_HGNC:23017
chr1	179081070	179082069	promoter_TOR3A_HGNC:11997
chr1	179229678	179230677	promoter_ABL2_HGNC:77
chr1	179292797	179293796	promoter_SOAT1_HGNC:11177
chr1	179364971	179365970	promoter_AXDND1_HGNC:26564
chr1	179575949	179576948	promoter_NPHS2_HGNC:13394
chr1	179590832	179591831	promoter_TDRD5_HGNC:20614
chr1	179742291	179743290	promoter_FAM163A_HGNC:28274
chr1	179877804	179878803	promoter_TOR1AIP2_HGNC:24055
chr1	179881285	179882284	promoter_TOR1AIP1_HGNC:29456
chr1	179881316	179882315	promoter_ENSG00000293564_HGNC:NA
chr1	179953810	179954809	promoter_CEP350_HGNC:24238
chr1	180153869	180154868	promoter_QSOX1_HGNC:9756
chr1	180229264	180230263	promoter_LHX4_HGNC:21734
chr1	180502578	180503577	promoter_ACBD6_HGNC:23339
chr1	180631022	180632021	promoter_XPR1_HGNC:12827
chr1	180911897	180912896	promoter_KIAA1614_HGNC:29327
chr1	181022871	181023870	promoter_STX6_HGNC:11441
chr1	181032983	181033982	promoter_MR1_HGNC:4975
chr1	181087700	181088699	promoter_IER5_HGNC:5393
chr1	181482517	181483516	promoter_CACNA1E_HGNC:1392
chr1	182061713	182062712	promoter_ZNF648_HGNC:18190
chr1	182391791	182392790	promoter_GLUL_HGNC:4341
chr1	182400668	182401667	promoter_TEDDM1_HGNC:30233
chr1	182449146	182450145	promoter_RGSL1_HGNC:18636
chr1	182589257	182590256	promoter_RNASEL_HGNC:10050
chr1	182604390	182605389	promoter_RGS16_HGNC:9997
chr1	182684588	182685587	promoter_RGS8_HGNC:16810
chr1	182788773	182789772	promoter_NPL_HGNC:16781
chr1	182838347	182839346	promoter_DHX9_HGNC:2750
chr1	182953167	182954166	promoter_SHCBP1L_HGNC:16788
chr1	183022420	183023419	promoter_LAMC1_HGNC:6492
chr1	183185264	183186263	promoter_LAMC2_HGNC:6493
chr1	183418381	183419380	promoter_NMNAT2_HGNC:16789
chr1	183471499	183472498	promoter_SMG7_HGNC:16792
chr1	183590460	183591459	promoter_NCF2_HGNC:7661
chr1	183635784	183636783	promoter_ARPC5_HGNC:708
chr1	183804120	183805119	promoter_RGL1_HGNC:30281
chr1	183653317	183654316	promoter_APOBEC4_HGNC:32152
chr1	184037729	184038728	promoter_COLGALT2_HGNC:16790
chr1	184050730	184051729	promoter_TSEN15_HGNC:16791
chr1	184386029	184387028	promoter_C1orf21_HGNC:15494
chr1	184754859	184755858	promoter_EDEM3_HGNC:16787
chr1	184974509	184975508	promoter_NIBAN1_HGNC:16784
chr1	185044558	185045557	promoter_RNF2_HGNC:10061
chr1	185156954	185157953	promoter_TRMT1L_HGNC:16782
chr1	185156167	185157166	promoter_SWT1_HGNC:16785
chr1	185317244	185318243	promoter_IVNS1ABP_HGNC:16951
chr1	185733391	185734390	promoter_HMCN1_HGNC:19194
chr1	186295279	186296278	promoter_PRG4_HGNC:9364
chr1	186375254	186376253	promoter_TPR_HGNC:12017
chr1	186374838	186375837	promoter_ODR4_HGNC:24299
chr1	186461115	186462114	promoter_PDC_HGNC:8759
chr1	186680424	186681423	promoter_PTGS2_HGNC:9605
chr1	186827949	186828948	promoter_PLA2G4A_HGNC:9035
chr1	190477865	190478864	promoter_BRINP3_HGNC:22393
chr1	192157462	192158461	promoter_RGS18_HGNC:14261
chr1	192315992	192316991	promoter_RGS21_HGNC:26839
chr1	192574773	192575772	promoter_RGS1_HGNC:9991
chr1	192635147	192636146	promoter_RGS13_HGNC:9995
chr1	192808039	192809038	promoter_RGS2_HGNC:9998
chr1	193058612	193059611	promoter_RO60_HGNC:11313
chr1	193059361	193060360	promoter_UCHL5_HGNC:19678
chr1	193105415	193106414	promoter_GLRX2_HGNC:16065
chr1	193121031	193122030	promoter_CDC73_HGNC:16783
chr1	193186614	193187613	promoter_B3GALT2_HGNC:917
chr1	196608441	196609440	promoter_KCNT2_HGNC:18866
chr1	196651043	196652042	promoter_CFH_HGNC:4883
chr1	196773840	196774839	promoter_CFHR3_HGNC:16980
chr1	196818731	196819730	promoter_CFHR1_HGNC:4888
chr1	196887052	196888051	promoter_CFHR4_HGNC:16979
chr1	196942738	196943737	promoter_CFHR2_HGNC:4890
chr1	196976556	196977555	promoter_CFHR5_HGNC:24668
chr1	197067261	197068260	promoter_F13B_HGNC:3534
chr1	197146670	197147669	promoter_ASPM_HGNC:19048
chr1	197201294	197202293	promoter_ZBTB41_HGNC:24819
chr1	197267252	197268251	promoter_CRB1_HGNC:2343
chr1	197775481	197776480	promoter_DENND1B_HGNC:28404
chr1	197901630	197902629	promoter_C1orf53_HGNC:30003
chr1	197916372	197917371	promoter_LHX9_HGNC:14222
chr1	198155998	198156997	promoter_NEK7_HGNC:13386
chr1	198540681	198541680	promoter_ATP6V1G3_HGNC:18265
chr1	198638040	198639039	promoter_PTPRC_HGNC:9666
chr1	200026710	200027709	promoter_NR5A2_HGNC:7984
chr1	200410037	200411036	promoter_ZNF281_HGNC:13075
chr1	200620752	200621751	promoter_KIF14_HGNC:19181
chr1	200669908	200670907	promoter_DDX59_HGNC:25360
chr1	200737893	200738892	promoter_CAMSAP2_HGNC:29188
chr1	200871981	200872980	promoter_GPR25_HGNC:4480
chr1	200893900	200894899	promoter_INAVA_HGNC:25599
chr1	201023715	201024714	promoter_KIF21B_HGNC:29442
chr1	201112427	201113426	promoter_CACNA1S_HGNC:1397
chr1	201127185	201128184	promoter_ASCL5_HGNC:33169
chr1	201154475	201155474	promoter_TMEM9_HGNC:18823
chr1	201189824	201190823	promoter_IGFN1_HGNC:24607
chr1	201282506	201283505	promoter_PKP1_HGNC:9023
chr1	201377681	201378680	promoter_TNNT2_HGNC:11949
chr1	201399325	201400324	promoter_LAD1_HGNC:6472
chr1	201421731	201422730	promoter_TNNI1_HGNC:11945
chr1	201469189	201470188	promoter_PHLDA3_HGNC:8934
chr1	201507124	201508123	promoter_CSRP1_HGNC:2469
chr1	201538127	201539126	promoter_NAV1_HGNC:15989
chr1	201828157	201829156	promoter_IPO9_HGNC:19425
chr1	201887898	201888897	promoter_SHISA4_HGNC:27139
chr1	201946549	201947548	promoter_LMOD1_HGNC:6647
chr1	201954503	201955502	promoter_TIMM17A_HGNC:17315
chr1	201981648	201982647	promoter_RNPEP_HGNC:10078
chr1	202009587	202010586	promoter_ELF3_HGNC:3318
chr1	202121917	202122916	promoter_GPR37L1_HGNC:14923
chr1	202144738	202145737	promoter_ARL8A_HGNC:25192
chr1	202160603	202161602	promoter_PTPN7_HGNC:9659
chr1	202192799	202193798	promoter_LGR6_HGNC:19719
chr1	202341937	202342936	promoter_UBE2T_HGNC:25009
chr1	202347699	202348698	promoter_PPP1R12B_HGNC:7619
chr1	202710455	202711454	promoter_SYT2_HGNC:11510
chr1	202808422	202809421	promoter_KDM5B_HGNC:18039
chr1	202889150	202890149	promoter_RABIF_HGNC:9797
chr1	202927235	202928234	promoter_KLHL12_HGNC:19360
chr1	202958313	202959312	promoter_ADIPOR1_HGNC:24040
chr1	202967258	202968257	promoter_CYB5R1_HGNC:13397
chr1	203006374	203007373	promoter_TMEM183A_HGNC:20173
chr1	203025491	203026490	promoter_PPFIA4_HGNC:9248
chr1	203086013	203087012	promoter_MYOG_HGNC:7612
chr1	203126726	203127725	promoter_ADORA1_HGNC:262
chr1	203175827	203176826	promoter_MYBPH_HGNC:7552
chr1	203186705	203187704	promoter_CHI3L1_HGNC:1932
chr1	203229674	203230673	promoter_CHIT1_HGNC:1936
chr1	203304519	203305518	promoter_BTG2_HGNC:1131
chr1	203351123	203352122	promoter_FMOD_HGNC:3774
chr1	203474806	203475805	promoter_PRELP_HGNC:9357
chr1	203493153	203494152	promoter_OPTC_HGNC:8158
chr1	203625832	203626831	promoter_ATP2B4_HGNC:817
chr1	203764183	203765182	promoter_LAX1_HGNC:26005
chr1	203794623	203795622	promoter_ZC3H11A_HGNC:29093
chr1	203794623	203795622	promoter_ZBED6_HGNC:33273
chr1	203801094	203802093	promoter_ENSG00000288644_HGNC:NA
chr1	203860599	203861598	promoter_SNRPE_HGNC:11161
chr1	204072115	204073114	promoter_SOX13_HGNC:11192
chr1	204152045	204153044	promoter_ETNK2_HGNC:25575
chr1	204166338	204167337	promoter_REN_HGNC:9958
chr1	204196492	204197491	promoter_KISS1_HGNC:6341
chr1	204213989	204214988	promoter_GOLT1A_HGNC:24766
chr1	204359930	204360929	promoter_PLEKHA6_HGNC:17053
chr1	204411818	204412817	promoter_PPP1R15B_HGNC:14951
chr1	204494806	204495805	promoter_PIK3C2B_HGNC:8972
chr1	204515406	204516405	promoter_MDM4_HGNC:6974
chr1	204685739	204686738	promoter_LRRN2_HGNC:16914
chr1	204827652	204828651	promoter_NFASC_HGNC:29866
chr1	205042212	205043211	promoter_CNTN2_HGNC:2172
chr1	205084461	205085460	promoter_TMEM81_HGNC:32349
chr1	205121979	205122978	promoter_RBBP5_HGNC:9888
chr1	205211703	205212702	promoter_DSTYK_HGNC:29043
chr1	205226946	205227945	promoter_TMCC2_HGNC:24239
chr1	205321746	205322745	promoter_NUAK2_HGNC:29558
chr1	205356923	205357922	promoter_KLHDC8A_HGNC:25573
chr1	205422057	205423056	promoter_LEMD1_HGNC:18725
chr1	205456046	205457045	promoter_BLACAT1_HGNC:48597
chr1	205503669	205504668	promoter_CDK18_HGNC:8751
chr1	205568014	205569013	promoter_MFSD4A_HGNC:25433
chr1	205632012	205633011	promoter_ELK4_HGNC:3326
chr1	205680510	205681509	promoter_SLC45A3_HGNC:8642
chr1	205750183	205751182	promoter_NUCKS1_HGNC:29923
chr1	205775483	205776482	promoter_RAB29_HGNC:9789
chr1	205813199	205814198	promoter_SLC41A1_HGNC:19429
chr1	205850133	205851132	promoter_PM20D1_HGNC:26518
chr1	205943457	205944456	promoter_SLC26A9_HGNC:14469
chr1	206003396	206004395	promoter_RAB7B_HGNC:30513
chr1	206023896	206024895	promoter_CTSE_HGNC:2530
chr1	206052173	206053172	promoter_RHEX_HGNC:25341
chr1	206117389	206118388	promoter_AVPR1B_HGNC:896
chr1	206202541	206203540	promoter_SRGAP2_HGNC:19751
chr1	206202840	206203839	promoter_FAM72A_HGNC:24044
chr1	206469476	206470475	promoter_IKBKE_HGNC:14552
chr1	206506531	206507530	promoter_RASSF5_HGNC:17609
chr1	206612466	206613465	promoter_EIF2D_HGNC:6583
chr1	206634536	206635535	promoter_DYRK3_HGNC:3094
chr1	206683905	206684904	promoter_MAPKAPK2_HGNC:6887
chr1	206769773	206770772	promoter_IL19_HGNC:5990
chr1	206772495	206773494	promoter_IL10_HGNC:5962
chr1	206864623	206865622	promoter_IL20_HGNC:6002
chr1	206896443	206897442	promoter_IL24_HGNC:11346
chr1	206921942	206922941	promoter_FCMR_HGNC:14315
chr1	206946467	206947466	promoter_PIGR_HGNC:8968
chr1	206970461	206971460	promoter_FCAMR_HGNC:24692
chr1	207032757	207033756	promoter_C1orf116_HGNC:28667
chr1	207052275	207053274	promoter_PFKFB2_HGNC:8873
chr1	207051209	207052208	promoter_YOD1_HGNC:25035
chr1	207087860	207088859	promoter_C4BPB_HGNC:1328
chr1	207103233	207104232	promoter_C4BPA_HGNC:1325
chr1	207320678	207321677	promoter_CD55_HGNC:2665
chr1	207453328	207454327	promoter_CR2_HGNC:2336
chr1	207495157	207496156	promoter_CR1_HGNC:2334
chr1	207644133	207645132	promoter_CR1L_HGNC:2335
chr1	207751054	207752053	promoter_CD46_HGNC:6953
chr1	207911126	207912125	promoter_CD34_HGNC:1662
chr1	208244385	208245384	promoter_PLXNA2_HGNC:9100
chr1	209582714	209583713	promoter_CAMK1G_HGNC:14585
chr1	209652426	209653425	promoter_LAMB3_HGNC:6490
chr1	209674412	209675411	promoter_G0S2_HGNC:30229
chr1	209703846	209704845	promoter_HSD11B1_HGNC:5208
chr1	209755053	209756052	promoter_TRAF3IP3_HGNC:30766
chr1	209784560	209785559	promoter_C1orf74_HGNC:26319
chr1	209806143	209807142	promoter_IRF6_HGNC:6121
chr1	209826972	209827971	promoter_UTP25_HGNC:28440
chr1	209937217	209938216	promoter_SYT14_HGNC:23143
chr1	210231796	210232795	promoter_SERTAD4_HGNC:25236
chr1	210327902	210328901	promoter_HHAT_HGNC:18270
chr1	211134149	211135148	promoter_KCNH1_HGNC:6250
chr1	211258366	211259365	promoter_RCOR3_HGNC:25594
chr1	211325833	211326832	promoter_TRAF5_HGNC:12035
chr1	211492163	211493162	promoter_RD3_HGNC:19689
chr1	211579162	211580161	promoter_SLC30A1_HGNC:11012
chr1	211675622	211676621	promoter_NEK2_HGNC:7745
chr1	211830764	211831763	promoter_LPGAT1_HGNC:28985
chr1	212034748	212035747	promoter_DTL_HGNC:30288
chr1	212035558	212036557	promoter_INTS7_HGNC:24484
chr1	212284410	212285409	promoter_PPP2R5A_HGNC:9309
chr1	212414887	212415886	promoter_PACC1_HGNC:25593
chr1	212431920	212432919	promoter_NENF_HGNC:30384
chr1	212607761	212608760	promoter_ATF3_HGNC:785
chr1	212623474	212624473	promoter_GARIN4_HGNC:26541
chr1	212699841	212700840	promoter_BATF3_HGNC:28915
chr1	212791778	212792777	promoter_NSL1_HGNC:24548
chr1	212790894	212791893	promoter_TATDN3_HGNC:27010
chr1	212847650	212848649	promoter_SPATA45_HGNC:33709
chr1	212857275	212858274	promoter_FLVCR1_HGNC:24682
chr1	212949541	212950540	promoter_VASH2_HGNC:25723
chr1	213015868	213016867	promoter_ANGEL2_HGNC:30534
chr1	213050241	213051240	promoter_RPS6KC1_HGNC:10439
chr1	213986973	213987972	promoter_PROX1_HGNC:9459
chr1	214280159	214281158	promoter_SMYD2_HGNC:20982
chr1	214551603	214552602	promoter_PTPN14_HGNC:9647
chr1	214602195	214603194	promoter_CENPF_HGNC:1857
chr1	215081737	215082736	promoter_KCNK2_HGNC:6277
chr1	215566304	215567303	promoter_KCTD3_HGNC:21305
chr1	216423449	216424448	promoter_USH2A_HGNC:12601
chr1	216723430	216724429	promoter_ESRRG_HGNC:3474
chr1	217631091	217632090	promoter_GPATCH2_HGNC:25499
chr1	217630344	217631343	promoter_SPATA17_HGNC:25184
chr1	218284293	218285292	promoter_RRP15_HGNC:24255
chr1	218344336	218345335	promoter_TGFB2_HGNC:11768
chr1	219172878	219173877	promoter_LYPLAL1_HGNC:20440
chr1	219613106	219614105	promoter_ZC3H11B_HGNC:25659
chr1	219928558	219929557	promoter_SLC30A10_HGNC:25355
chr1	220046506	220047505	promoter_EPRS1_HGNC:3418
chr1	220089789	220090788	promoter_BPNT1_HGNC:1096
chr1	220093132	220094131	promoter_IARS2_HGNC:29685
chr1	220272454	220273453	promoter_RAB3GAP2_HGNC:17168
chr1	220527136	220528135	promoter_MARK1_HGNC:6896
chr1	220689363	220690362	promoter_C1orf115_HGNC:25873
chr1	220747322	220748321	promoter_MTARC2_HGNC:26064
chr1	220785913	220786912	promoter_MTARC1_HGNC:26189
chr1	220878443	220879442	promoter_HLX_HGNC:4978
chr1	221742090	221743089	promoter_DUSP10_HGNC:3065
chr1	222548105	222549104	promoter_HHIPL2_HGNC:25842
chr1	222589934	222590933	promoter_TAF1A_HGNC:11532
chr1	222617097	222618096	promoter_MIA3_HGNC:24008
chr1	222711564	222712563	promoter_BROX_HGNC:26512
chr1	222712492	222713491	promoter_AIDA_HGNC:25761
chr1	222736202	222737201	promoter_FAM177B_HGNC:34395
chr1	222814039	222815038	promoter_DISP1_HGNC:19711
chr1	223143249	223144248	promoter_TLR5_HGNC:11851
chr1	223364177	223365176	promoter_SUSD4_HGNC:25470
chr1	223392415	223393414	promoter_CCDC185_HGNC:26654
chr1	223665702	223666701	promoter_CAPN8_HGNC:1485
chr1	223711539	223712538	promoter_CAPN2_HGNC:1479
chr1	223845948	223846947	promoter_TP53BP2_HGNC:12000
chr1	224113111	224114110	promoter_FBXO28_HGNC:29046
chr1	224182240	224183239	promoter_DEGS1_HGNC:13709
chr1	224330173	224331172	promoter_NVL_HGNC:8070
chr1	224355879	224356878	promoter_CNIH4_HGNC:25013
chr1	224615317	224616316	promoter_CNIH3_HGNC:26802
chr1	224434798	224435797	promoter_WDR26_HGNC:21208
chr1	224928675	224929674	promoter_DNAH14_HGNC:2945
chr1	225428039	225429038	promoter_LBR_HGNC:6518
chr1	225653124	225654123	promoter_ENAH_HGNC:18271
chr1	225776826	225777825	promoter_SRP9_HGNC:11304
chr1	225809124	225810123	promoter_EPHX1_HGNC:3401
chr1	225882381	225883380	promoter_TMEM63A_HGNC:29118
chr1	225889147	225890146	promoter_LEFTY1_HGNC:6552
chr1	225924251	225925250	promoter_PYCR2_HGNC:30262
chr1	225941221	225942220	promoter_LEFTY2_HGNC:3122
chr1	225999344	226000343	promoter_SDE2_HGNC:26643
chr1	226061716	226062715	promoter_H3-3A_HGNC:4764
chr1	226186742	226187741	promoter_ACBD3_HGNC:15453
chr1	226222664	226223663	promoter_MIXL1_HGNC:13363
chr1	226309165	226310164	promoter_LIN9_HGNC:30830
chr1	226408094	226409093	promoter_PARP1_HGNC:270
chr1	226547764	226548763	promoter_STUM_HGNC:30491
chr1	226739283	226740282	promoter_ITPKB_HGNC:6179
chr1	226869616	226870615	promoter_PSEN2_HGNC:9509
chr1	226939294	226940293	promoter_COQ8A_HGNC:16812
chr1	227318493	227319492	promoter_CDC42BPA_HGNC:1737
chr1	227562556	227563555	promoter_ZNF678_HGNC:28652
chr1	227734435	227735434	promoter_SNAP47_HGNC:30669
chr1	227735303	227736302	promoter_JMJD4_HGNC:25724
chr1	227814675	227815674	promoter_PRSS38_HGNC:29625
chr1	227947933	227948932	promoter_WNT9A_HGNC:12778
chr1	228005998	228006997	promoter_WNT3A_HGNC:15983
chr1	228081708	228082707	promoter_ARF1_HGNC:652
chr1	228103326	228104325	promoter_C1orf35_HGNC:19032
chr1	228109300	228110299	promoter_MRPL55_HGNC:16686
chr1	228139279	228140278	promoter_GUK1_HGNC:4693
chr1	228148930	228149929	promoter_GJC2_HGNC:17494
chr1	228164804	228165803	promoter_IBA57_HGNC:27302
chr1	228207044	228208043	promoter_OBSCN_HGNC:15719
chr1	228406836	228407835	promoter_TRIM11_HGNC:16281
